date,hour,metric,price
2015-01-30,2,Avg. Price,15.87
2015-01-30,3,Avg. Price,16.3
2015-01-30,4,Avg. Price,18.5
2015-01-30,5,Avg. Price,19.7
2015-01-30,6,Avg. Price,27.04
2015-01-30,7,Avg. Price,28.35
2015-01-30,8,Avg. Price,33.38
2015-01-30,9,Avg. Price,34.66
2015-01-30,10,Avg. Price,38.79
2015-01-30,11,Avg. Price,34.24
2015-01-30,12,Avg. Price,32.58
2015-01-30,13,Avg. Price,32.88
2015-01-30,14,Avg. Price,32.82
2015-01-30,15,Avg. Price,30.71
2015-01-30,16,Avg. Price,27.43
2015-01-30,17,Avg. Price,28.95
2015-01-30,18,Avg. Price,27.28
2015-01-30,19,Avg. Price,21.47
2015-01-30,20,Avg. Price,20.77
2015-01-30,21,Avg. Price,18.97
2015-01-30,22,Avg. Price,17.86
2015-01-30,23,Avg. Price,19.63
2015-01-31,0,Avg. Price,20.96
2015-01-31,1,Avg. Price,21.66
2015-01-31,2,Avg. Price,20.92
2015-01-31,3,Avg. Price,20.74
2015-01-31,4,Avg. Price,18.83
2015-01-31,5,Avg. Price,15.08
2015-01-31,6,Avg. Price,12.37
2015-01-31,7,Avg. Price,14.86
2015-01-31,8,Avg. Price,20.62
2015-01-31,9,Avg. Price,23.52
2015-01-31,10,Avg. Price,29.08
2015-01-31,11,Avg. Price,29.67
2015-01-31,12,Avg. Price,28.97
2015-01-31,13,Avg. Price,26.97
2015-01-31,14,Avg. Price,35.77
2015-01-31,15,Avg. Price,41.22
2015-01-31,16,Avg. Price,29.9
2015-01-31,17,Avg. Price,30.86
2015-01-31,18,Avg. Price,36.84
2015-01-31,19,Avg. Price,28.4
2015-01-31,20,Avg. Price,30.33
2015-01-31,21,Avg. Price,27.43
2015-01-31,22,Avg. Price,28.92
2015-01-31,23,Avg. Price,30.33
2015-02-01,0,Avg. Price,29.45
2015-02-01,1,Avg. Price,29.45
2015-02-01,2,Avg. Price,27.47
2015-02-01,3,Avg. Price,25.13
2015-02-01,4,Avg. Price,25.79
2015-02-01,5,Avg. Price,19.19
2015-02-01,6,Avg. Price,18.28
2015-02-01,7,Avg. Price,15.07
2015-02-01,8,Avg. Price,17.13
2015-02-01,9,Avg. Price,21.68
2015-02-01,10,Avg. Price,24.23
2015-02-01,11,Avg. Price,25.3
2015-02-01,12,Avg. Price,25.08
2015-02-01,13,Avg. Price,25.12
2015-02-01,14,Avg. Price,24.15
2015-02-01,15,Avg. Price,24.77
2015-02-01,16,Avg. Price,29.29
2015-02-01,17,Avg. Price,33.7
2015-02-01,18,Avg. Price,34.27
2015-02-01,19,Avg. Price,30.9
2015-02-01,20,Avg. Price,32.22
2015-02-01,21,Avg. Price,34.73
2015-02-01,22,Avg. Price,31.73
2015-02-01,23,Avg. Price,30.75
2015-02-02,0,Avg. Price,29.78
2015-02-02,1,Avg. Price,28.31
2015-02-02,2,Avg. Price,28.31
2015-02-02,3,Avg. Price,28.68
2015-02-02,4,Avg. Price,32.59
2015-02-02,5,Avg. Price,32.86
2015-02-02,6,Avg. Price,36.06
2015-02-02,7,Avg. Price,48.33
2015-02-02,8,Avg. Price,55.71
2015-02-02,9,Avg. Price,55.67
2015-02-02,10,Avg. Price,77.53
2015-02-02,11,Avg. Price,87.65
2015-02-02,12,Avg. Price,71.58
2015-02-02,13,Avg. Price,40.08
2015-02-02,14,Avg. Price,28.41
2015-02-02,15,Avg. Price,27.33
2015-02-02,16,Avg. Price,28.88
2015-02-02,17,Avg. Price,27.55
2015-02-02,18,Avg. Price,27.38
2015-02-02,19,Avg. Price,28.13
2015-02-02,20,Avg. Price,28.27
2015-02-02,21,Avg. Price,27.56
2015-02-02,22,Avg. Price,30.15
2015-02-02,23,Avg. Price,33.49
2015-02-03,0,Avg. Price,28.38
2015-02-03,1,Avg. Price,28.85
2015-02-03,2,Avg. Price,34.35
2015-02-03,3,Avg. Price,38.02
2015-02-03,4,Avg. Price,39.09
2015-02-03,5,Avg. Price,31.14
2015-02-03,6,Avg. Price,35.96
2015-02-03,7,Avg. Price,36.03
2015-02-03,8,Avg. Price,41.58
2015-02-03,9,Avg. Price,64.11
2015-02-03,10,Avg. Price,89.9
2015-02-03,11,Avg. Price,73.29
2015-02-03,12,Avg. Price,46.69
2015-02-03,13,Avg. Price,32.12
2015-02-03,14,Avg. Price,27.17
2015-02-03,15,Avg. Price,25.2
2015-02-03,16,Avg. Price,23.37
2015-02-03,17,Avg. Price,27.43
2015-02-03,18,Avg. Price,28.94
2015-02-03,19,Avg. Price,29.19
2015-02-03,20,Avg. Price,28.42
2015-02-03,21,Avg. Price,29.75
2015-02-03,22,Avg. Price,29.44
2015-02-03,23,Avg. Price,31.09
2015-02-04,0,Avg. Price,28.29
2015-02-04,1,Avg. Price,26.69
2015-02-04,2,Avg. Price,21.17
2015-02-04,3,Avg. Price,13.85
2015-02-04,4,Avg. Price,13.07
2015-02-04,5,Avg. Price,13.21
2015-02-04,6,Avg. Price,18.78
2015-02-04,7,Avg. Price,25.89
2015-02-04,8,Avg. Price,31.41
2015-02-04,9,Avg. Price,31.98
2015-02-04,10,Avg. Price,26.78
2015-02-04,11,Avg. Price,25.44
2015-02-04,12,Avg. Price,25.44
2015-02-04,13,Avg. Price,25.74
2015-02-04,14,Avg. Price,28.28
2015-02-04,15,Avg. Price,27.51
2015-02-04,16,Avg. Price,22.43
2015-02-04,17,Avg. Price,21.15
2015-02-04,18,Avg. Price,21.74
2015-02-04,19,Avg. Price,22.11
2015-02-04,20,Avg. Price,23.18
2015-02-04,21,Avg. Price,20.37
2015-02-04,22,Avg. Price,11.74
2015-02-04,23,Avg. Price,10.82
2015-02-05,0,Avg. Price,10.81
2015-02-05,1,Avg. Price,10.83
2015-02-05,2,Avg. Price,10.83
2015-02-05,3,Avg. Price,10.86
2015-02-05,4,Avg. Price,15.5
2015-02-05,5,Avg. Price,20.9
2015-02-05,6,Avg. Price,24.94
2015-02-05,7,Avg. Price,34.62
2015-02-05,8,Avg. Price,36.21
2015-02-05,9,Avg. Price,24.8
2015-02-05,10,Avg. Price,26.2
2015-02-05,11,Avg. Price,31.92
2015-02-05,12,Avg. Price,32.85
2015-02-05,13,Avg. Price,32.8
2015-02-05,14,Avg. Price,26.72
2015-02-05,15,Avg. Price,25.47
2015-02-05,16,Avg. Price,36.95
2015-02-05,17,Avg. Price,38.58
2015-02-05,18,Avg. Price,28.97
2015-02-05,19,Avg. Price,28.4
2015-02-05,20,Avg. Price,35.68
2015-02-05,21,Avg. Price,39.15
2015-02-05,22,Avg. Price,38.72
2015-02-05,23,Avg. Price,36.48
2015-02-06,0,Avg. Price,34.19
2015-02-06,1,Avg. Price,34.27
2015-02-06,2,Avg. Price,36.2
2015-02-06,3,Avg. Price,33.01
2015-02-06,4,Avg. Price,29.41
2015-02-06,5,Avg. Price,27.3
2015-02-06,6,Avg. Price,31.11
2015-02-06,7,Avg. Price,34.43
2015-02-06,8,Avg. Price,42.14
2015-02-06,9,Avg. Price,41.05
2015-02-06,10,Avg. Price,30.56
2015-02-06,11,Avg. Price,36.37
2015-02-06,12,Avg. Price,28.92
2015-02-06,13,Avg. Price,23.38
2015-02-06,14,Avg. Price,22.17
2015-02-06,15,Avg. Price,24.76
2015-02-06,16,Avg. Price,24.2
2015-02-06,17,Avg. Price,22.6
2015-02-06,18,Avg. Price,23.26
2015-02-06,19,Avg. Price,24.04
2015-02-06,20,Avg. Price,24.58
2015-02-06,21,Avg. Price,24.16
2015-02-06,22,Avg. Price,22.19
2015-02-06,23,Avg. Price,21.5
2015-02-07,0,Avg. Price,24.06
2015-02-07,1,Avg. Price,13.27
2015-02-07,2,Avg. Price,13
2015-02-07,3,Avg. Price,14.83
2015-02-07,4,Avg. Price,16.11
2015-02-07,5,Avg. Price,20.8
2015-02-07,6,Avg. Price,25.12
2015-02-07,7,Avg. Price,28.15
2015-02-07,8,Avg. Price,22.81
2015-02-07,9,Avg. Price,27.36
2015-02-07,10,Avg. Price,31.86
2015-02-07,11,Avg. Price,33.17
2015-02-07,12,Avg. Price,31.98
2015-02-07,13,Avg. Price,29.91
2015-02-07,14,Avg. Price,25.13
2015-02-07,15,Avg. Price,22.14
2015-02-07,16,Avg. Price,20.98
2015-02-07,17,Avg. Price,21.69
2015-02-07,18,Avg. Price,22.88
2015-02-07,19,Avg. Price,22.59
2015-02-07,20,Avg. Price,22.69
2015-02-07,21,Avg. Price,25.61
2015-02-07,22,Avg. Price,33.05
2015-02-07,23,Avg. Price,28.33
2015-02-08,0,Avg. Price,29.74
2015-02-08,1,Avg. Price,21.71
2015-02-08,2,Avg. Price,15.31
2015-02-08,3,Avg. Price,12.45
2015-02-08,4,Avg. Price,11.95
2015-02-08,5,Avg. Price,26.91
2015-02-08,6,Avg. Price,30.09
2015-02-08,7,Avg. Price,31.5
2015-02-08,8,Avg. Price,29.92
2015-02-08,9,Avg. Price,32.89
2015-02-08,10,Avg. Price,37.18
2015-02-08,11,Avg. Price,41
2015-02-08,12,Avg. Price,38.74
2015-02-08,13,Avg. Price,29.79
2015-02-08,14,Avg. Price,22.42
2015-02-08,15,Avg. Price,22.44
2015-02-08,16,Avg. Price,23.74
2015-02-08,17,Avg. Price,30.99
2015-02-08,18,Avg. Price,38.71
2015-02-08,19,Avg. Price,42.67
2015-02-08,20,Avg. Price,42.67
2015-02-08,21,Avg. Price,42.11
2015-02-08,22,Avg. Price,51.05
2015-02-08,23,Avg. Price,43.74
2015-02-09,0,Avg. Price,35.75
2015-02-09,1,Avg. Price,40.02
2015-02-09,2,Avg. Price,39.21
2015-02-09,3,Avg. Price,35.7
2015-02-09,4,Avg. Price,39.68
2015-02-09,5,Avg. Price,41.05
2015-02-09,6,Avg. Price,56.51
2015-02-09,7,Avg. Price,91.46
2015-02-09,8,Avg. Price,151.62
2015-02-09,9,Avg. Price,102.75
2015-02-09,10,Avg. Price,76.58
2015-02-09,11,Avg. Price,100
2015-02-09,12,Avg. Price,82.37
2015-02-09,13,Avg. Price,54.97
2015-02-09,14,Avg. Price,45.6
2015-02-09,15,Avg. Price,48.56
2015-02-09,16,Avg. Price,47.17
2015-02-09,17,Avg. Price,50.93
2015-02-09,18,Avg. Price,54.17
2015-02-09,19,Avg. Price,34.48
2015-02-09,20,Avg. Price,32.87
2015-02-09,21,Avg. Price,27.85
2015-02-09,22,Avg. Price,22.03
2015-02-09,23,Avg. Price,22.14
2015-02-10,0,Avg. Price,20.48
2015-02-10,1,Avg. Price,19.29
2015-02-10,2,Avg. Price,17.65
2015-02-10,3,Avg. Price,15.31
2015-02-10,4,Avg. Price,18.04
2015-02-10,5,Avg. Price,23.68
2015-02-10,6,Avg. Price,35.37
2015-02-10,7,Avg. Price,100.99
2015-02-10,8,Avg. Price,71.95
2015-02-10,9,Avg. Price,70.01
2015-02-10,10,Avg. Price,70.09
2015-02-10,11,Avg. Price,48.55
2015-02-10,12,Avg. Price,36.75
2015-02-10,13,Avg. Price,36.11
2015-02-10,14,Avg. Price,36.8
2015-02-10,15,Avg. Price,37.17
2015-02-10,16,Avg. Price,379.09
2015-02-10,17,Avg. Price,843.45
2015-02-10,18,Avg. Price,845.2
2015-02-10,19,Avg. Price,798.67
2015-02-10,20,Avg. Price,168.24
2015-02-10,21,Avg. Price,36.7
2015-02-10,22,Avg. Price,25.94
2015-02-10,23,Avg. Price,28.34
2015-02-11,0,Avg. Price,27.61
2015-02-11,1,Avg. Price,25.15
2015-02-11,2,Avg. Price,21.86
2015-02-11,3,Avg. Price,21.67
2015-02-11,4,Avg. Price,21.75
2015-02-11,5,Avg. Price,28.11
2015-02-11,6,Avg. Price,37.89
2015-02-11,7,Avg. Price,106.92
2015-02-11,8,Avg. Price,100.5
2015-02-11,9,Avg. Price,100.09
2015-02-11,10,Avg. Price,96.34
2015-02-11,11,Avg. Price,47.51
2015-02-11,12,Avg. Price,32.13
2015-02-11,13,Avg. Price,30.11
2015-02-11,14,Avg. Price,29.87
2015-02-11,15,Avg. Price,29.8
2015-02-11,16,Avg. Price,30.44
2015-02-11,17,Avg. Price,31.56
2015-02-11,18,Avg. Price,34.97
2015-02-11,19,Avg. Price,25.73
2015-02-11,20,Avg. Price,23.19
2015-02-11,21,Avg. Price,21.26
2015-02-11,22,Avg. Price,19.3
2015-02-11,23,Avg. Price,14.97
2015-02-12,0,Avg. Price,12.95
2015-02-12,1,Avg. Price,14.93
2015-02-12,2,Avg. Price,15.26
2015-02-12,3,Avg. Price,13.91
2015-02-12,4,Avg. Price,11.14
2015-02-12,5,Avg. Price,13.52
2015-02-12,6,Avg. Price,20.89
2015-02-12,7,Avg. Price,23.09
2015-02-12,8,Avg. Price,27.51
2015-02-12,9,Avg. Price,31.08
2015-02-12,10,Avg. Price,37.25
2015-02-12,11,Avg. Price,31.01
2015-02-12,12,Avg. Price,24.28
2015-02-12,13,Avg. Price,23.55
2015-02-12,14,Avg. Price,23.55
2015-02-12,15,Avg. Price,23.55
2015-02-12,16,Avg. Price,26.91
2015-02-12,17,Avg. Price,27.24
2015-02-12,18,Avg. Price,28.38
2015-02-12,19,Avg. Price,23.39
2015-02-12,20,Avg. Price,23.36
2015-02-12,21,Avg. Price,21.57
2015-02-12,22,Avg. Price,15.85
2015-02-12,23,Avg. Price,13.52
2015-02-13,0,Avg. Price,11.17
2015-02-13,1,Avg. Price,13.54
2015-02-13,2,Avg. Price,13.35
2015-02-13,3,Avg. Price,13.04
2015-02-13,4,Avg. Price,13.61
2015-02-13,5,Avg. Price,15.53
2015-02-13,6,Avg. Price,20.5
2015-02-13,7,Avg. Price,21.09
2015-02-13,8,Avg. Price,21.76
2015-02-13,9,Avg. Price,21.48
2015-02-13,10,Avg. Price,24.01
2015-02-13,11,Avg. Price,29.44
2015-02-13,12,Avg. Price,28.2
2015-02-13,13,Avg. Price,27.75
2015-02-13,14,Avg. Price,23.74
2015-02-13,15,Avg. Price,21.54
2015-02-13,16,Avg. Price,21.54
2015-02-13,17,Avg. Price,20.09
2015-02-13,18,Avg. Price,22.55
2015-02-13,19,Avg. Price,22.17
2015-02-13,20,Avg. Price,20.09
2015-02-13,21,Avg. Price,25.73
2015-02-13,22,Avg. Price,23.94
2015-02-13,23,Avg. Price,19.42
2015-02-14,0,Avg. Price,17.71
2015-02-14,1,Avg. Price,11.27
2015-02-14,2,Avg. Price,11.78
2015-02-14,3,Avg. Price,10.85
2015-02-14,4,Avg. Price,9.15
2015-02-14,5,Avg. Price,9.29
2015-02-14,6,Avg. Price,10.61
2015-02-14,7,Avg. Price,11.51
2015-02-14,8,Avg. Price,13.98
2015-02-14,9,Avg. Price,16.76
2015-02-14,10,Avg. Price,20.12
2015-02-14,11,Avg. Price,21.94
2015-02-14,12,Avg. Price,23.51
2015-02-14,13,Avg. Price,21.33
2015-02-14,14,Avg. Price,18.73
2015-02-14,15,Avg. Price,18.18
2015-02-14,16,Avg. Price,16.61
2015-02-14,17,Avg. Price,21.33
2015-02-14,18,Avg. Price,26.41
2015-02-14,19,Avg. Price,26.7
2015-02-14,20,Avg. Price,27.97
2015-02-14,21,Avg. Price,23.49
2015-02-14,22,Avg. Price,20.68
2015-02-14,23,Avg. Price,17.58
2015-02-15,0,Avg. Price,14.72
2015-02-15,1,Avg. Price,12.32
2015-02-15,2,Avg. Price,11.76
2015-02-15,3,Avg. Price,10.86
2015-02-15,4,Avg. Price,10.85
2015-02-15,5,Avg. Price,10.71
2015-02-15,6,Avg. Price,12.08
2015-02-15,7,Avg. Price,14.7
2015-02-15,8,Avg. Price,19.53
2015-02-15,9,Avg. Price,21.84
2015-02-15,10,Avg. Price,22.93
2015-02-15,11,Avg. Price,26.85
2015-02-15,12,Avg. Price,26.78
2015-02-15,13,Avg. Price,22.83
2015-02-15,14,Avg. Price,21.08
2015-02-15,15,Avg. Price,19.76
2015-02-15,16,Avg. Price,19.34
2015-02-15,17,Avg. Price,17.59
2015-02-15,18,Avg. Price,20.09
2015-02-15,19,Avg. Price,20.09
2015-02-15,20,Avg. Price,18.67
2015-02-15,21,Avg. Price,17.2
2015-02-15,22,Avg. Price,15.05
2015-02-15,23,Avg. Price,13.23
2015-02-16,0,Avg. Price,12.17
2015-02-16,1,Avg. Price,10.47
2015-02-16,2,Avg. Price,10.45
2015-02-16,3,Avg. Price,10.46
2015-02-16,4,Avg. Price,10.46
2015-02-16,5,Avg. Price,11.95
2015-02-16,6,Avg. Price,12.44
2015-02-16,7,Avg. Price,16.14
2015-02-16,8,Avg. Price,18.45
2015-02-16,9,Avg. Price,19.99
2015-02-16,10,Avg. Price,22.43
2015-02-16,11,Avg. Price,22.1
2015-02-16,12,Avg. Price,22.11
2015-02-16,13,Avg. Price,20.46
2015-02-16,14,Avg. Price,19.5
2015-02-16,15,Avg. Price,19.99
2015-02-16,16,Avg. Price,23.37
2015-02-16,17,Avg. Price,25.49
2015-02-16,18,Avg. Price,28.19
2015-02-16,19,Avg. Price,27.36
2015-02-16,20,Avg. Price,27.25
2015-02-16,21,Avg. Price,26.79
2015-02-16,22,Avg. Price,23.56
2015-02-16,23,Avg. Price,18.7
2015-02-17,0,Avg. Price,16.28
2015-02-17,1,Avg. Price,15.4
2015-02-17,2,Avg. Price,15.5
2015-02-17,3,Avg. Price,15.5
2015-02-17,4,Avg. Price,15.69
2015-02-17,5,Avg. Price,18.18
2015-02-17,6,Avg. Price,21.32
2015-02-17,7,Avg. Price,26.61
2015-02-17,8,Avg. Price,27.76
2015-02-17,9,Avg. Price,28.42
2015-02-17,10,Avg. Price,32.03
2015-02-17,11,Avg. Price,31.89
2015-02-17,12,Avg. Price,28.32
2015-02-17,13,Avg. Price,26.31
2015-02-17,14,Avg. Price,26.54
2015-02-17,15,Avg. Price,25.63
2015-02-17,16,Avg. Price,22.42
2015-02-17,17,Avg. Price,25.06
2015-02-17,18,Avg. Price,27.89
2015-02-17,19,Avg. Price,28.12
2015-02-17,20,Avg. Price,28.29
2015-02-17,21,Avg. Price,27.85
2015-02-17,22,Avg. Price,24.25
2015-02-17,23,Avg. Price,18.67
2015-02-18,0,Avg. Price,15.01
2015-02-18,1,Avg. Price,14.13
2015-02-18,2,Avg. Price,13.11
2015-02-18,3,Avg. Price,12.5
2015-02-18,4,Avg. Price,12.28
2015-02-18,5,Avg. Price,15.22
2015-02-18,6,Avg. Price,19.19
2015-02-18,7,Avg. Price,23.23
2015-02-18,8,Avg. Price,22.29
2015-02-18,9,Avg. Price,22.7
2015-02-18,10,Avg. Price,23.33
2015-02-18,11,Avg. Price,23.34
2015-02-18,12,Avg. Price,23.36
2015-02-18,13,Avg. Price,22.03
2015-02-18,14,Avg. Price,21.27
2015-02-18,15,Avg. Price,21.25
2015-02-18,16,Avg. Price,21.41
2015-02-18,17,Avg. Price,20.72
2015-02-18,18,Avg. Price,21.64
2015-02-18,19,Avg. Price,20.27
2015-02-18,20,Avg. Price,20
2015-02-18,21,Avg. Price,18.92
2015-02-18,22,Avg. Price,14.9
2015-02-18,23,Avg. Price,10.28
2015-02-19,0,Avg. Price,0.6
2015-02-19,1,Avg. Price,8.8
2015-02-19,2,Avg. Price,1.32
2015-02-19,3,Avg. Price,0
2015-02-19,4,Avg. Price,0
2015-02-19,5,Avg. Price,8.89
2015-02-19,6,Avg. Price,13.68
2015-02-19,7,Avg. Price,20.41
2015-02-19,8,Avg. Price,20.78
2015-02-19,9,Avg. Price,21.28
2015-02-19,10,Avg. Price,20.49
2015-02-19,11,Avg. Price,20.26
2015-02-19,12,Avg. Price,19.27
2015-02-19,13,Avg. Price,19.71
2015-02-19,14,Avg. Price,20.16
2015-02-19,15,Avg. Price,20.02
2015-02-19,16,Avg. Price,21.07
2015-02-19,17,Avg. Price,22.43
2015-02-19,18,Avg. Price,24.71
2015-02-19,19,Avg. Price,22.15
2015-02-19,20,Avg. Price,20.79
2015-02-19,21,Avg. Price,19.5
2015-02-19,22,Avg. Price,17.52
2015-02-19,23,Avg. Price,13.88
2015-02-20,0,Avg. Price,11.09
2015-02-20,1,Avg. Price,10.43
2015-02-20,2,Avg. Price,10.79
2015-02-20,3,Avg. Price,13.42
2015-02-20,4,Avg. Price,14.25
2015-02-20,5,Avg. Price,17.38
2015-02-20,6,Avg. Price,22.74
2015-02-20,7,Avg. Price,27.25
2015-02-20,8,Avg. Price,25.16
2015-02-20,9,Avg. Price,26.12
2015-02-20,10,Avg. Price,27.11
2015-02-20,11,Avg. Price,33.2
2015-02-20,12,Avg. Price,27.18
2015-02-20,13,Avg. Price,26.85
2015-02-20,14,Avg. Price,27.71
2015-02-20,15,Avg. Price,28.01
2015-02-20,16,Avg. Price,22.59
2015-02-20,17,Avg. Price,20.61
2015-02-20,18,Avg. Price,21.36
2015-02-20,19,Avg. Price,25.18
2015-02-20,20,Avg. Price,29.2
2015-02-20,21,Avg. Price,30.18
2015-02-20,22,Avg. Price,25.14
2015-02-20,23,Avg. Price,23.15
2015-02-21,0,Avg. Price,21.92
2015-02-21,1,Avg. Price,21.76
2015-02-21,2,Avg. Price,21.2
2015-02-21,3,Avg. Price,20.36
2015-02-21,4,Avg. Price,18.69
2015-02-21,5,Avg. Price,18.43
2015-02-21,6,Avg. Price,20.77
2015-02-21,7,Avg. Price,20.69
2015-02-21,8,Avg. Price,20.89
2015-02-21,9,Avg. Price,21.01
2015-02-21,10,Avg. Price,21.02
2015-02-21,11,Avg. Price,21.49
2015-02-21,12,Avg. Price,23.11
2015-02-21,13,Avg. Price,23.46
2015-02-21,14,Avg. Price,22.8
2015-02-21,15,Avg. Price,23.46
2015-02-21,16,Avg. Price,23.46
2015-02-21,17,Avg. Price,28.2
2015-02-21,18,Avg. Price,39.87
2015-02-21,19,Avg. Price,39.01
2015-02-21,20,Avg. Price,34.85
2015-02-21,21,Avg. Price,32.54
2015-02-21,22,Avg. Price,23.4
2015-02-21,23,Avg. Price,21.57
2015-02-22,0,Avg. Price,20.03
2015-02-22,1,Avg. Price,17.58
2015-02-22,2,Avg. Price,14.8
2015-02-22,3,Avg. Price,13.92
2015-02-22,4,Avg. Price,13.67
2015-02-22,5,Avg. Price,17.31
2015-02-22,6,Avg. Price,20.68
2015-02-22,7,Avg. Price,21.74
2015-02-22,8,Avg. Price,21.64
2015-02-22,9,Avg. Price,21.88
2015-02-22,10,Avg. Price,22.94
2015-02-22,11,Avg. Price,24.95
2015-02-22,12,Avg. Price,25.35
2015-02-22,13,Avg. Price,24.39
2015-02-22,14,Avg. Price,23.4
2015-02-22,15,Avg. Price,24.46
2015-02-22,16,Avg. Price,23.49
2015-02-22,17,Avg. Price,24.37
2015-02-22,18,Avg. Price,25.98
2015-02-22,19,Avg. Price,21.75
2015-02-22,20,Avg. Price,20.27
2015-02-22,21,Avg. Price,18.97
2015-02-22,22,Avg. Price,12.38
2015-02-22,23,Avg. Price,10.44
2015-02-23,0,Avg. Price,10.45
2015-02-23,1,Avg. Price,10.46
2015-02-23,2,Avg. Price,10.43
2015-02-23,3,Avg. Price,10.44
2015-02-23,4,Avg. Price,10.43
2015-02-23,5,Avg. Price,11.96
2015-02-23,6,Avg. Price,18.45
2015-02-23,7,Avg. Price,21.02
2015-02-23,8,Avg. Price,21.22
2015-02-23,9,Avg. Price,21.18
2015-02-23,10,Avg. Price,22.62
2015-02-23,11,Avg. Price,24.12
2015-02-23,12,Avg. Price,23.3
2015-02-23,13,Avg. Price,24.6
2015-02-23,14,Avg. Price,26.11
2015-02-23,15,Avg. Price,26.11
2015-02-23,16,Avg. Price,28.82
2015-02-23,17,Avg. Price,24.65
2015-02-23,18,Avg. Price,24.48
2015-02-23,19,Avg. Price,23.49
2015-02-23,20,Avg. Price,22.55
2015-02-23,21,Avg. Price,21.94
2015-02-23,22,Avg. Price,17.79
2015-02-23,23,Avg. Price,12.19
2015-02-24,0,Avg. Price,11.75
2015-02-24,1,Avg. Price,11.37
2015-02-24,2,Avg. Price,10.45
2015-02-24,3,Avg. Price,10.75
2015-02-24,4,Avg. Price,10.85
2015-02-24,5,Avg. Price,12.41
2015-02-24,6,Avg. Price,16.63
2015-02-24,7,Avg. Price,20.59
2015-02-24,8,Avg. Price,20.57
2015-02-24,9,Avg. Price,20.57
2015-02-24,10,Avg. Price,20.35
2015-02-24,11,Avg. Price,16.04
2015-02-24,12,Avg. Price,20
2015-02-24,13,Avg. Price,20.54
2015-02-24,14,Avg. Price,20.57
2015-02-24,15,Avg. Price,20.58
2015-02-24,16,Avg. Price,20.58
2015-02-24,17,Avg. Price,20.79
2015-02-24,18,Avg. Price,22.67
2015-02-24,19,Avg. Price,33.55
2015-02-24,20,Avg. Price,32.87
2015-02-24,21,Avg. Price,31.51
2015-02-24,22,Avg. Price,21.61
2015-02-24,23,Avg. Price,20.16
2015-02-25,0,Avg. Price,20.4
2015-02-25,1,Avg. Price,18.96
2015-02-25,2,Avg. Price,12.32
2015-02-25,3,Avg. Price,12.01
2015-02-25,4,Avg. Price,12.25
2015-02-25,5,Avg. Price,14.63
2015-02-25,6,Avg. Price,21.19
2015-02-25,7,Avg. Price,29.62
2015-02-25,8,Avg. Price,39.68
2015-02-25,9,Avg. Price,40.47
2015-02-25,10,Avg. Price,36.78
2015-02-25,11,Avg. Price,28.32
2015-02-25,12,Avg. Price,29.11
2015-02-25,13,Avg. Price,29.51
2015-02-25,14,Avg. Price,25.72
2015-02-25,15,Avg. Price,27.4
2015-02-25,16,Avg. Price,32.22
2015-02-25,17,Avg. Price,64.08
2015-02-25,18,Avg. Price,96.3
2015-02-25,19,Avg. Price,74.37
2015-02-25,20,Avg. Price,38.98
2015-02-25,21,Avg. Price,28.07
2015-02-25,22,Avg. Price,24.86
2015-02-25,23,Avg. Price,22.67
2015-02-26,0,Avg. Price,22.22
2015-02-26,1,Avg. Price,22.55
2015-02-26,2,Avg. Price,22.11
2015-02-26,3,Avg. Price,20.85
2015-02-26,4,Avg. Price,21.24
2015-02-26,5,Avg. Price,22.19
2015-02-26,6,Avg. Price,34.7
2015-02-26,7,Avg. Price,38.82
2015-02-26,8,Avg. Price,23.89
2015-02-26,9,Avg. Price,24.18
2015-02-26,10,Avg. Price,22.28
2015-02-26,11,Avg. Price,22.66
2015-02-26,12,Avg. Price,23.4
2015-02-26,13,Avg. Price,22.65
2015-02-26,14,Avg. Price,22.16
2015-02-26,15,Avg. Price,21.65
2015-02-26,16,Avg. Price,21.64
2015-02-26,17,Avg. Price,21.35
2015-02-26,18,Avg. Price,21.98
2015-02-26,19,Avg. Price,22.8
2015-02-26,20,Avg. Price,25.26
2015-02-26,21,Avg. Price,31.13
2015-02-26,22,Avg. Price,24.27
2015-02-26,23,Avg. Price,23.95
2015-02-27,0,Avg. Price,23.69
2015-02-27,1,Avg. Price,24.18
2015-02-27,2,Avg. Price,21.91
2015-02-27,3,Avg. Price,20.44
2015-02-27,4,Avg. Price,21.21
2015-02-27,5,Avg. Price,21.24
2015-02-27,6,Avg. Price,24.58
2015-02-27,7,Avg. Price,30.27
2015-02-27,8,Avg. Price,47.63
2015-02-27,9,Avg. Price,54.25
2015-02-27,10,Avg. Price,55
2015-02-27,11,Avg. Price,37.13
2015-02-27,12,Avg. Price,30.2
2015-02-27,13,Avg. Price,28.12
2015-02-27,14,Avg. Price,29.31
2015-02-27,15,Avg. Price,27.75
2015-02-27,16,Avg. Price,24.82
2015-02-27,17,Avg. Price,139.88
2015-02-27,18,Avg. Price,124.31
2015-02-27,19,Avg. Price,102.96
2015-02-27,20,Avg. Price,50.17
2015-02-27,21,Avg. Price,72.8
2015-02-27,22,Avg. Price,70.28
2015-02-27,23,Avg. Price,45.97
2015-02-28,0,Avg. Price,35.24
2015-02-28,1,Avg. Price,37.82
2015-02-28,2,Avg. Price,25.31
2015-02-28,3,Avg. Price,24.48
2015-02-28,4,Avg. Price,27.65
2015-02-28,5,Avg. Price,39.15
